feature,exact_train,exact_num_train,pearson_train,spearman_train,mutual_info_train,exact_test,exact_num_test,pearson_test,spearman_test,exact_train_trans,pearson_train_trans,spearman_train_trans,mutual_info_train_trans
num__ClassAInit,,,,,,,,,,False,,,0.0
num__ClassAProp,,,,,,,,,,False,,,0.010433324448439585
num__ClassANet,,,,,,,,,,False,,,0.02946453176369257
num__HotelInit,,,,,,,,,,False,,,0.0
num__HotelProp,,,,,,,,,,False,,,0.0
num__OtherBInit,,,,,,,,,,False,,,0.0
num__OtherBProp,,,,,,,,,,False,,,0.012215625036430922
num__Units_CO,,,,,,,,,,False,,,0.0
num__Boro,,,,,,,,,,False,,,0.0070198476324287995
num__FloorsInit,,,,,,,,,,False,,,0.0
num__FloorsProp,,,,,,,,,,False,,,0.0
num__CenBlock20,,,,,,,,,,False,,,0.0
num__CenTract20,,,,,,,,,,False,,,0.0
num__BCTCB2020,,,,,,,,,,False,,,0.0
num__BCT2020,,,,,,,,,,False,,,0.011256259177844008
num__CommntyDst,,,,,,,,,,False,,,0.021628452662074693
num__CouncilDst,,,,,,,,,,False,,,0.0
num__SchCommnty,,,,,,,,,,False,,,0.0
num__SchElmntry,,,,,,,,,,False,,,0.00020657048098726705
num__FireBattln,,,,,,,,,,False,,,0.005027795794423362
num__FireDivsn,,,,,,,,,,False,,,0.012589828133675596
num__PolicePcnt,,,,,,,,,,False,,,0.0
num__PL_FIRM07,,,,,,,,,,False,,,0.016350669003749374
num__PL_PFIRM15,,,,,,,,,,False,,,0.0
num__hours_used,,,,,,,,,,False,,,0.0
num__hourly_cost_estimated,,,,,,,,,,False,,,0.0
num__cost_estimated,,,,,,,,,,False,,,0.0
num__quantity,,,,,,,,,,False,,,0.0
num__unit_price_estimated,,,,,,,,,,False,,,0.0
num__total_cost_estimated,,,,,,,,,,False,,,0.021516017939148036
cat__source_file_City_Council_Capital_Budget.csv,,,,,,,,,,False,,,0.0
cat__Reported_2019,,,,,,,,,,False,,,0.0
cat__Reported_2020,,,,,,,,,,False,,,0.016459945978118284
cat__Reported_2021,,,,,,,,,,False,,,0.0
cat__Reported_2022,,,,,,,,,,False,,,0.02409355412281844
cat__Reported_2023,,,,,,,,,,False,,,0.0016516440595406578
cat__Reported_2024,,,,,,,,,,False,,,0.0
cat__Reported_2025,,,,,,,,,,False,,,0.04191524646390299
cat__Reported_2026,,,,,,,,,,False,,,0.014502868483079467
"cat__Reported_EDUCATION CENTER""",,,,,,,,,,False,,,0.004051559243667846
"cat__Reported_GYMNASIUM UPGRADE""",,,,,,,,,,False,,,0.0
cat__Borough_2000000,,,,,,,,,,False,,,0.0
cat__Borough_A,,,,,,,,,,False,,,0.0
cat__Borough_C,,,,,,,,,,False,,,0.0
cat__Borough_FY20,,,,,,,,,,False,,,0.008717906349866134
cat__Borough_K,,,,,,,,,,False,,,0.0
cat__Borough_M,,,,,,,,,,False,,,0.0
cat__Borough_Q,,,,,,,,,,False,,,0.0
cat__Borough_R,,,,,,,,,,False,,,0.009702802122007803
cat__Borough_X,,,,,,,,,,False,,,0.0
cat__Sponsor_Abreu,,,,,,,,,,False,,,0.023896249667829217
cat__Sponsor_Adams,,,,,,,,,,False,,,0.0017319429104283302
"cat__Sponsor_Adams, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Ampry-Samuel,,,,,,,,,,False,,,0.0
"cat__Sponsor_Ampry-Samuel, Black, Latino and Asian Caucus, Speaker",,,,,,,,,,False,,,0.017154817536527034
"cat__Sponsor_Ampry-Samuel, Maisel, Williams, Brooklyn Delegation, Dromm, Speaker",,,,,,,,,,False,,,0.009977502621925538
"cat__Sponsor_Ampry-Samuel, Speaker",,,,,,,,,,False,,,0.004484741119306079
cat__Sponsor_Ariola,,,,,,,,,,False,,,0.022560417247930786
cat__Sponsor_AvilΘs,,,,,,,,,,False,,,0.0
cat__Sponsor_Avil├⌐s,,,,,,,,,,False,,,0.0
cat__Sponsor_Ayala,,,,,,,,,,False,,,0.0
"cat__Sponsor_Ayala, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Banks,,,,,,,,,,False,,,0.0052547450573090515
cat__Sponsor_Barron,,,,,,,,,,False,,,0.0
"cat__Sponsor_Barron, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Black, Latino and Asian Caucus, Barron, Speaker",,,,,,,,,,False,,,0.005143581649409867
cat__Sponsor_Borelli,,,,,,,,,,False,,,0.003667079780500515
"cat__Sponsor_Borelli, Staten Island Delegation, Speaker",,,,,,,,,,False,,,0.010809959694155324
"cat__Sponsor_Borelli, Technical Adjustment",,,,,,,,,,False,,,0.002722841079942917
cat__Sponsor_Bottcher,,,,,,,,,,False,,,0.02224993490625593
cat__Sponsor_Brannan,,,,,,,,,,False,,,0.009925781344035656
cat__Sponsor_Brewer,,,,,,,,,,False,,,0.004304356501812379
"cat__Sponsor_Bronx Delegation, Farias",,,,,,,,,,False,,,0.0
"cat__Sponsor_Bronx Delegation, Speaker",,,,,,,,,,False,,,0.006342837112262245
"cat__Sponsor_Bronx Delegation, Speaker, Barron",,,,,,,,,,False,,,0.008918748384157738
cat__Sponsor_Brooks-Powers,,,,,,,,,,False,,,0.0
"cat__Sponsor_Brooks-Powers, Levin,  Cumbo, Cornegy, Menchaca, Ampry-Samuel, Louis, Women's Caucus",,,,,,,,,,False,,,0.0
"cat__Sponsor_Brooks-Powers, Levin,  Cumbo, Cornegy, Menchaca, Ampry-Samuel, Louis, Women's Caucus, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Cabrera,,,,,,,,,,False,,,0.0
"cat__Sponsor_Cabrera, Speaker",,,,,,,,,,False,,,0.005152633382863314
cat__Sponsor_Cabßn,,,,,,,,,,False,,,0.0
cat__Sponsor_Cab├ín,,,,,,,,,,False,,,0.0
cat__Sponsor_Carr,,,,,,,,,,False,,,0.0063923138341763774
cat__Sponsor_Chin,,,,,,,,,,False,,,0.032694995890286016
cat__Sponsor_Cohen,,,,,,,,,,False,,,0.0
"cat__Sponsor_Cohen, Bronx Delegation, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Cohen, Gjonaj, Bronx Delegation, Williams, Gibson, Speaker, Van Bramer",,,,,,,,,,False,,,0.0
"cat__Sponsor_Cohen, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Constantinides,,,,,,,,,,False,,,0.011046939781881981
"cat__Sponsor_Constantinides, Dromm, Koslowitz, Holden, Williams, Queens Delegation, Black, Latino and Asian Caucus, Speaker, Barron, Van Bramer",,,,,,,,,,False,,,0.021416141125484067
"cat__Sponsor_Constantinides, Koslowitz, Queens Delegation, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Constantinides, Speaker",,,,,,,,,,False,,,0.013782829595339052
cat__Sponsor_Cornegy,,,,,,,,,,False,,,0.0037561172873719073
"cat__Sponsor_Cornegy, Speaker",,,,,,,,,,False,,,0.011408065388978983
"cat__Sponsor_Cornegy, Speaker, Eugene",,,,,,,,,,False,,,0.0043459891491188785
cat__Sponsor_Cumbo,,,,,,,,,,False,,,0.0
"cat__Sponsor_Cumbo, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Cumbo, Speaker, Brooklyn Delegation",,,,,,,,,,False,,,0.01189629219249877
cat__Sponsor_De La Rosa,,,,,,,,,,False,,,0.024027944217008823
cat__Sponsor_Deutsch,,,,,,,,,,False,,,0.0
"cat__Sponsor_Deutsch, Speaker",,,,,,,,,,False,,,0.0045864210060022614
cat__Sponsor_Diaz (D),,,,,,,,,,False,,,0.008953315616226476
cat__Sponsor_Diaz Sr.,,,,,,,,,,False,,,0.0032584169715921263
"cat__Sponsor_Diaz Sr., Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Dinowitz,,,,,,,,,,False,,,0.006335916654933271
"cat__Sponsor_Dinowitz, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Dromm,,,,,,,,,,False,,,0.0029468795974674222
"cat__Sponsor_Dromm, Koslowitz, Holden, Queens Delegation, Koo, Vallone, Speaker, Van Bramer",,,,,,,,,,False,,,0.0
"cat__Sponsor_Dromm, Koslowitz, Speaker, Barron",,,,,,,,,,False,,,0.01952174531860873
"cat__Sponsor_Dromm, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Dromm, Speaker, Van Bramer",,,,,,,,,,False,,,0.015495037742924822
cat__Sponsor_Espinal,,,,,,,,,,False,,,0.009931898145339346
cat__Sponsor_Eugene,,,,,,,,,,False,,,0.0
"cat__Sponsor_Eugene, Ampry-Samuel, Williams, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Eugene, Speaker",,,,,,,,,,False,,,0.022036621173491255
cat__Sponsor_Farias,,,,,,,,,,False,,,0.004542238770805618
cat__Sponsor_Felder,,,,,,,,,,False,,,0.024706892138667946
cat__Sponsor_Feliz,,,,,,,,,,False,,,0.0
cat__Sponsor_Gennaro,,,,,,,,,,False,,,0.005488231437622559
"cat__Sponsor_Gennaro, Speaker",,,,,,,,,,False,,,0.005522114735463823
cat__Sponsor_Gibson,,,,,,,,,,False,,,0.0
"cat__Sponsor_Gibson, Speaker",,,,,,,,,,False,,,0.0190666468819094
cat__Sponsor_Gjonaj,,,,,,,,,,False,,,0.005515959926241543
"cat__Sponsor_Gjonaj, Gibson, Moya, Vacant 22, Manhattan Delegation, Lander, Maisel, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Gjonaj, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Grodenchik,,,,,,,,,,False,,,0.016230671006619346
"cat__Sponsor_Grodenchik, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Grodenchik, Speaker, Barron",,,,,,,,,,False,,,0.0
cat__Sponsor_Gutierrez,,,,,,,,,,False,,,0.012468097380431864
cat__Sponsor_Hanif,,,,,,,,,,False,,,0.005307740164556485
cat__Sponsor_Hanks,,,,,,,,,,False,,,0.0
cat__Sponsor_Holden,,,,,,,,,,False,,,0.0
cat__Sponsor_Hudson,,,,,,,,,,False,,,0.0
"cat__Sponsor_Jewish Caucus, Speaker, Eugene",,,,,,,,,,False,,,0.01151385016603168
cat__Sponsor_Johnson,,,,,,,,,,False,,,0.0
"cat__Sponsor_Johnson, Speaker",,,,,,,,,,False,,,0.010202824244291087
cat__Sponsor_Joseph,,,,,,,,,,False,,,0.0
cat__Sponsor_Kagan,,,,,,,,,,False,,,0.04362308967662987
cat__Sponsor_Kallos,,,,,,,,,,False,,,0.00314490779647425
cat__Sponsor_King,,,,,,,,,,False,,,0.01837106093060381
"cat__Sponsor_King, Speaker",,,,,,,,,,False,,,0.015525820289647996
cat__Sponsor_Koo,,,,,,,,,,False,,,0.017504033358132887
"cat__Sponsor_Koo, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Koo, Speaker, Powers",,,,,,,,,,False,,,0.014910484397385737
cat__Sponsor_Koslowitz,,,,,,,,,,False,,,0.0
"cat__Sponsor_Koslowitz, Queens Delegation, Speaker",,,,,,,,,,False,,,0.016346277723982894
"cat__Sponsor_Koslowitz, Speaker",,,,,,,,,,False,,,0.019322016159779132
cat__Sponsor_Krishnan,,,,,,,,,,False,,,0.014613733079906766
cat__Sponsor_Lancman,,,,,,,,,,False,,,0.008999537122412526
"cat__Sponsor_Lancman, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Lander,,,,,,,,,,False,,,0.0003334915732571275
"cat__Sponsor_Lander, Brannan, Brooklyn Delegation, Speaker",,,,,,,,,,False,,,0.008003057409537107
"cat__Sponsor_Lander, Maisel, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Lee,,,,,,,,,,False,,,0.0
cat__Sponsor_Levin,,,,,,,,,,False,,,0.009162767140920458
"cat__Sponsor_Levin, Lander, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Levin, Speaker",,,,,,,,,,False,,,0.036702047439366225
"cat__Sponsor_Levin, Speaker, Eugene",,,,,,,,,,False,,,0.0
cat__Sponsor_Levine,,,,,,,,,,False,,,0.0
"cat__Sponsor_Levine, Speaker",,,,,,,,,,False,,,0.004560592375305816
cat__Sponsor_Louis,,,,,,,,,,False,,,0.016582436959305724
"cat__Sponsor_Louis, Black, Latino and Asian Caucus, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Louis, Speaker",,,,,,,,,,False,,,0.027668148185934882
"cat__Sponsor_Louis, Women's Caucus, Speaker",,,,,,,,,,False,,,0.005253253223155063
cat__Sponsor_Maisel,,,,,,,,,,False,,,0.004149950337914099
"cat__Sponsor_Maisel, Brooklyn Delegation, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Maisel, Speaker",,,,,,,,,,False,,,0.009508614579183394
"cat__Sponsor_Manhattan Delegation, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Manhattan Delegation, Speaker, Rivera, Powers",,,,,,,,,,False,,,0.011756477233184626
cat__Sponsor_Marmorato,,,,,,,,,,False,,,0.0264639623173748
cat__Sponsor_Marte,,,,,,,,,,False,,,0.0
cat__Sponsor_Matteo,,,,,,,,,,False,,,0.0
"cat__Sponsor_Matteo, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Matteo, Staten Island Delegation, Rose, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Mealy,,,,,,,,,,False,,,0.0
cat__Sponsor_Menchaca,,,,,,,,,,False,,,0.0
"cat__Sponsor_Menchaca, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Menin,,,,,,,,,,False,,,0.0
cat__Sponsor_Miller,,,,,,,,,,False,,,0.029335384205021242
cat__Sponsor_Morano,,,,,,,,,,False,,,0.0
cat__Sponsor_Moya,,,,,,,,,,False,,,0.002189815550119434
"cat__Sponsor_Moya, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Narcisse,,,,,,,,,,False,,,0.0
cat__Sponsor_Nurse,,,,,,,,,,False,,,0.01174922352916763
cat__Sponsor_OssΘ,,,,,,,,,,False,,,0.012039360028285095
cat__Sponsor_Oss├⌐,,,,,,,,,,False,,,0.0
cat__Sponsor_Paladino,,,,,,,,,,False,,,0.01135806092423941
cat__Sponsor_Perkins,,,,,,,,,,False,,,0.0
"cat__Sponsor_Perkins, Speaker",,,,,,,,,,False,,,0.0008744808188740905
cat__Sponsor_Powers,,,,,,,,,,False,,,0.004906601151422052
"cat__Sponsor_Powers, Kallos, Speaker",,,,,,,,,,False,,,0.005549775211283858
"cat__Sponsor_Queens Delegation, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Restler,,,,,,,,,,False,,,0.0
cat__Sponsor_Reynoso,,,,,,,,,,False,,,0.0
"cat__Sponsor_Reynoso, Brooklyn Delegation, Speaker, Eugene",,,,,,,,,,False,,,0.0
cat__Sponsor_Richards,,,,,,,,,,False,,,0.007315380356762269
"cat__Sponsor_Richards, Black, Latino and Asian Caucus, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Richards, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Riley,,,,,,,,,,False,,,0.0
"cat__Sponsor_Riley, Speaker",,,,,,,,,,False,,,0.014425351146129195
cat__Sponsor_Rivera,,,,,,,,,,False,,,0.008825712180937195
cat__Sponsor_Rodriguez,,,,,,,,,,False,,,0.025405700382210128
"cat__Sponsor_Rodriguez, Speaker",,,,,,,,,,False,,,0.011784982308430614
"cat__Sponsor_Rodriguez, Women's Caucus, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Rose,,,,,,,,,,False,,,0.0
"cat__Sponsor_Rose, Black, Latino and Asian Caucus, Staten Island Delegation, Speaker",,,,,,,,,,False,,,0.008657354609070467
"cat__Sponsor_Rose, Matteo, Staten Island Delegation, Speaker",,,,,,,,,,False,,,0.0
"cat__Sponsor_Rose, Speaker",,,,,,,,,,False,,,0.015666711644071185
"cat__Sponsor_Rose, Staten Island Delegation, Speaker",,,,,,,,,,False,,,0.0
cat__Sponsor_Rosenthal,,,,,,,,,,False,,,0.0
cat__Sponsor_Salaam,,,,,,,,,,False,,,0.011860760493718203
cat__Sponsor_Salamanca,,,,,,,,,,False,,,0.012653014231268855
"cat__Sponsor_Salamanca, Speaker",,,,,,,,,,False,,,0.0046679850523734245
cat__Sponsor_Sanchez,,,,,,,,,,False,,,0.03602717053884863
cat__Sponsor_Schulman,,,,,,,,,,False,,,0.01085005426176977
cat__Sponsor_Speaker,,,,,,,,,,False,,,0.006344215546299381
"cat__Sponsor_Speaker, Abreu",,,,,,,,,,False,,,0.007760102946285485
"cat__Sponsor_Speaker, Adams",,,,,,,,,,False,,,0.01112379224710569
"cat__Sponsor_Speaker, Ampry-Samuel",,,,,,,,,,False,,,0.015539005547392293
"cat__Sponsor_Speaker, Ampry-Samuel, Treyger, Van Bramer",,,,,,,,,,False,,,0.02269150809620779
"cat__Sponsor_Speaker, Avil├⌐s",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Avil├⌐s, Brannan, Kagan, Carr",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Ayala",,,,,,,,,,False,,,0.014586149724475028
"cat__Sponsor_Speaker, Ayalya",,,,,,,,,,False,,,0.014219090827895187
"cat__Sponsor_Speaker, BLAC",,,,,,,,,,False,,,0.013950222941277346
"cat__Sponsor_Speaker, Banks",,,,,,,,,,False,,,0.02435645984599155
"cat__Sponsor_Speaker, Barron",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Black, Latino and Asian Caucus",,,,,,,,,,False,,,0.006779170808275836
"cat__Sponsor_Speaker, Borelli",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Bottcher, Brewer, Caban",,,,,,,,,,False,,,0.008217210213350867
"cat__Sponsor_Speaker, Bottcher, Brewer, Manhattan Delegation",,,,,,,,,,False,,,0.006124002243943494
"cat__Sponsor_Speaker, Brannan",,,,,,,,,,False,,,0.01329946844166674
"cat__Sponsor_Speaker, Brannan, Maisel, Black, Latino and Asian Caucus, Cumbo, Brooklyn Delegation, Van Bramer",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Brannan, Williams, Menchaca, Brooklyn Delegation",,,,,,,,,,False,,,0.0014972239837316437
"cat__Sponsor_Speaker, Bronx Delegation",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Bronx Delegation, Ayala",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Brooklyn Delegation",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Brooklyn Delegation, Louis, Treyger",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Brooks-Powers",,,,,,,,,,False,,,0.012885887012225261
"cat__Sponsor_Speaker, Cabrera",,,,,,,,,,False,,,0.005293053623231181
"cat__Sponsor_Speaker, Cabrera, Bronx Delegation",,,,,,,,,,False,,,0.010444179977972645
"cat__Sponsor_Speaker, Chin",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Chin, Barron",,,,,,,,,,False,,,0.012779534407743043
"cat__Sponsor_Speaker, Chin, Manhattan Delegation",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Chin, Van Bramer",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Chin, Van Bramer, Lander",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Cohen",,,,,,,,,,False,,,0.005783287978593954
"cat__Sponsor_Speaker, Cohen, Bronx Delegation",,,,,,,,,,False,,,0.0
"cat__Sponsor_Speaker, Constantinides",,,,,,,,,,False,,,0.008636768840158737
"cat__Sponsor_Speaker, Constantinides, Koslowitz, Queens Delegation",,,,,,,,,,False,,,0.01944346674138142
